,src,dst,ts,label,idx
219,17109,17059,48.0,0.0,1491
226,17119,17059,48.0,0.0,1502
220,17110,17059,48.0,0.0,1492
193,17085,17059,48.0,0.0,1533
221,17112,17059,48.0,0.0,1494
222,17113,17059,48.0,0.0,1495
223,17114,17059,48.0,0.0,1497
224,17115,17059,48.0,0.0,1498
138,17060,17059,48.0,0.0,1519
225,17118,17059,48.0,0.0,1501
152,17062,17059,48.0,0.0,1496
233,17128,17059,48.0,0.0,1511
205,17094,17059,48.0,0.0,1476
207,17096,17059,48.0,0.0,1478
218,17108,17059,48.0,0.0,1490
208,17097,17059,48.0,0.0,1479
217,17107,17059,48.0,0.0,1489
22403,38334,27437,48.0,0.0,1543
209,17098,17059,48.0,0.0,1480
22402,33517,3175,48.0,0.0,1469
216,17106,17059,48.0,0.0,1488
215,17104,17059,48.0,0.0,1486
214,17103,17059,48.0,0.0,1485
213,17102,17059,48.0,0.0,1484
212,17101,17059,48.0,0.0,1483
210,17099,17059,48.0,0.0,1481
211,17100,17059,48.0,0.0,1482
206,17095,17059,48.0,0.0,1477
227,17120,17059,48.0,0.0,1503
234,17130,17059,48.0,0.0,1513
231,17126,17059,48.0,0.0,1509
240,17140,17059,48.0,0.0,1524
241,17142,17059,48.0,0.0,1526
242,17143,17059,48.0,0.0,1527
243,17144,17059,48.0,0.0,1528
244,17146,17059,48.0,0.0,1530
237,17135,17059,48.0,0.0,1518
236,17134,17059,48.0,0.0,1517
229,17123,17059,48.0,0.0,1506
245,17148,17059,48.0,0.0,1532
232,17127,17059,48.0,0.0,1510
235,17131,17059,48.0,0.0,1514
238,17138,17059,48.0,0.0,1522
230,17124,17059,48.0,0.0,1507
228,17121,17059,48.0,0.0,1504
239,17139,17059,48.0,0.0,1523
22404,33520,3175,49.0,0.0,1546
22407,36147,13503,50.0,0.0,1557
22406,34532,6781,50.0,0.0,1556
22398,36632,17059,50.0,0.0,1558
6,6780,6781,50.0,0.0,1555
22405,33521,3175,50.0,0.0,1554
248,25764,9823,51.0,0.0,1578
252,25769,9823,51.0,0.0,1585
249,25766,9823,51.0,0.0,1581
251,25768,9823,51.0,0.0,1584
22408,33522,3175,51.0,0.0,1565
132,3226,3175,51.0,0.0,1563
250,25767,9823,51.0,0.0,1583
22409,38003,9823,52.0,0.0,1597
253,17151,17059,52.0,0.0,1589
254,3238,3175,53.0,0.0,1598
255,22034,22073,53.0,0.0,1605
263,22042,22073,54.0,0.0,1618
259,22038,22073,54.0,0.0,1614
260,22039,22073,54.0,0.0,1615
261,22040,22073,54.0,0.0,1616
262,22041,22073,54.0,0.0,1617
267,22046,22073,54.0,0.0,1622
258,22037,22073,54.0,0.0,1613
266,22045,22073,54.0,0.0,1621
265,22044,22073,54.0,0.0,1620
264,22043,22073,54.0,0.0,1619
276,22057,22073,55.0,0.0,1640
145,3228,3175,55.0,0.0,1623
